地区名称,预报时间,温度,相对湿度,风向,风力级数,降水量,更新时间
贵州>贵阳>乌当,2021/1/2 22:00,5,86,东北风,2,0,20210102 220000
贵州>贵阳>修文,2021/1/2 23:00,2,94,北风,2,0.1,20210102 230000
贵州>贵阳>息烽,2021/1/2 23:00,2,95,西北风,2,0,20210102 230000
贵州>贵阳>清镇,2021/1/2 23:00,3,96,东北风,2,0.4,20210102 230000
贵州>贵阳>白云,2021/1/2 23:00,3,96,东北风,2,0.4,20210102 230000
贵州>贵阳>乌当,2021/1/2 23:00,4,93,东北风,2,0.1,20210102 230000
贵州>贵阳>花溪,2021/1/2 23:00,5,95,东北风,2,0.1,20210102 230000
贵州>贵阳>开阳,2021/1/2 23:00,1,90,北风,2,0,20210102 230000
贵州>贵阳>修文,2021/1/3 0:00,2,95,北风,2,0.1,20210103 000000
贵州>贵阳>开阳,2021/1/3 0:00,1,90,西北风,2,0,20210103 000000
贵州>贵阳>花溪,2021/1/3 0:00,3,95,北风,2,0.4,20210103 000000
贵州>贵阳>清镇,2021/1/3 0:00,2,96,东北风,2,0.2,20210103 000000
贵州>贵阳>白云,2021/1/3 0:00,2,96,东北风,2,0.2,20210103 000000
贵州>贵阳>乌当,2021/1/3 0:00,3,95,东北风,2,0.3,20210103 000000
贵州>贵阳>息烽,2021/1/3 0:00,2,93,西北风,1,0,20210103 000000
贵州>贵阳>修文,2021/1/3 1:00,1,94,北风,2,0,20210103 010000
贵州>贵阳>开阳,2021/1/3 1:00,1,88,北风,2,0,20210103 010000
贵州>贵阳>白云,2021/1/3 1:00,2,97,东北风,2,0.1,20210103 010000
贵州>贵阳>花溪,2021/1/3 1:00,3,95,北风,3,0.4,20210103 010000
贵州>贵阳>清镇,2021/1/3 1:00,2,97,东北风,2,0.1,20210103 010000
贵州>贵阳>乌当,2021/1/3 1:00,3,96,东风,1,0.1,20210103 010000
贵州>贵阳>息烽,2021/1/3 1:00,2,90,西北风,1,0,20210103 010000
贵州>贵阳>清镇,2021/1/3 2:00,2,96,北风,2,0.1,20210103 020000
贵州>贵阳>白云,2021/1/3 2:00,2,96,北风,2,0.1,20210103 020000
贵州>贵阳>息烽,2021/1/3 2:00,2,91,西北风,1,0,20210103 020000
贵州>贵阳>修文,2021/1/3 2:00,1,94,北风,2,0,20210103 020000
贵州>贵阳>乌当,2021/1/3 2:00,3,96,东北风,1,0.1,20210103 020000
贵州>贵阳>开阳,2021/1/3 2:00,1,95,北风,2,0,20210103 020000
贵州>贵阳>花溪,2021/1/3 2:00,3,96,北风,2,0.2,20210103 020000
贵州>贵阳>白云,2021/1/3 3:00,2,96,北风,2,0.1,20210103 030000
贵州>贵阳>息烽,2021/1/3 3:00,2,92,北风,1,0,20210103 030000
贵州>贵阳>清镇,2021/1/3 3:00,2,96,北风,2,0.1,20210103 030000
贵州>贵阳>花溪,2021/1/3 3:00,3,96,北风,1,0.1,20210103 030000
贵州>贵阳>开阳,2021/1/3 3:00,0,98,西北风,2,0,20210103 030000
贵州>贵阳>修文,2021/1/3 3:00,1,95,北风,2,0.1,20210103 030000
贵州>贵阳>乌当,2021/1/3 3:00,3,95,东北风,2,0.1,20210103 030000
贵州>贵阳>修文,2021/1/3 4:00,1,96,东风,2,0.1,20210103 040000
贵州>贵阳>白云,2021/1/3 4:00,1,96,北风,2,0.1,20210103 040000
贵州>贵阳>清镇,2021/1/3 4:00,1,96,北风,2,0.1,20210103 040000
贵州>贵阳>花溪,2021/1/3 4:00,3,96,北风,1,0.2,20210103 040000
贵州>贵阳>息烽,2021/1/3 4:00,2,95,北风,2,0,20210103 040000
贵州>贵阳>开阳,2021/1/3 4:00,0,99,北风,2,0,20210103 040000
贵州>贵阳>乌当,2021/1/3 4:00,3,94,北风,1,0.1,20210103 040000
贵州>贵阳>清镇,2021/1/3 5:00,1,96,东北风,2,0.2,20210103 050000
贵州>贵阳>白云,2021/1/3 5:00,1,96,东北风,2,0.2,20210103 050000
贵州>贵阳>乌当,2021/1/3 5:00,3,95,东北风,1,0.2,20210103 050000
贵州>贵阳>开阳,2021/1/3 5:00,0,100,北风,2,0,20210103 050000
贵州>贵阳>修文,2021/1/3 5:00,1,96,东风,1,0.2,20210103 050000
贵州>贵阳>息烽,2021/1/3 5:00,2,97,西北风,1,0,20210103 050000
贵州>贵阳>花溪,2021/1/3 5:00,3,96,北风,2,0.2,20210103 050000
贵州>贵阳>花溪,2021/1/3 6:00,3,97,北风,2,0.2,20210103 060000
贵州>贵阳>息烽,2021/1/3 6:00,2,98,西北风,1,0.1,20210103 060000
贵州>贵阳>修文,2021/1/3 6:00,1,97,东北风,1,0.1,20210103 060000
贵州>贵阳>开阳,2021/1/3 6:00,0,100,北风,1,0,20210103 060000
贵州>贵阳>白云,2021/1/3 6:00,1,96,东北风,2,0,20210103 060000
贵州>贵阳>清镇,2021/1/3 6:00,1,96,东北风,2,0,20210103 060000
贵州>贵阳>乌当,2021/1/3 6:00,3,94,东北风,2,0.1,20210103 060000
贵州>贵阳>清镇,2021/1/3 7:00,1,96,北风,1,0,20210103 070000
贵州>贵阳>修文,2021/1/3 7:00,1,96,东北风,1,0,20210103 070000
贵州>贵阳>白云,2021/1/3 7:00,1,96,北风,1,0,20210103 070000
贵州>贵阳>乌当,2021/1/3 7:00,2,95,东北风,1,0.1,20210103 070000
贵州>贵阳>开阳,2021/1/3 7:00,0,100,北风,1,0,20210103 070000
贵州>贵阳>息烽,2021/1/3 7:00,2,98,西北风,1,0,20210103 070000
贵州>贵阳>花溪,2021/1/3 7:00,3,97,北风,1,0.1,20210103 070000
贵州>贵阳>修文,2021/1/3 8:00,1,95,东北风,1,0.1,20210103 080000
贵州>贵阳>开阳,2021/1/3 8:00,0,100,北风,2,0,20210103 080000
贵州>贵阳>花溪,2021/1/3 8:00,3,95,北风,2,0,20210103 080000
贵州>贵阳>清镇,2021/1/3 8:00,1,96,北风,1,0,20210103 080000
贵州>贵阳>白云,2021/1/3 8:00,1,96,北风,1,0,20210103 080000
贵州>贵阳>乌当,2021/1/3 8:00,2,93,东北风,2,0,20210103 080000
贵州>贵阳>息烽,2021/1/3 8:00,2,99,北风,1,0.1,20210103 080000
贵州>贵阳>修文,2021/1/3 9:00,1,94,北风,1,0,20210103 090000
贵州>贵阳>白云,2021/1/3 9:00,1,95,东北风,2,0,20210103 090000
贵州>贵阳>乌当,2021/1/3 9:00,3,94,东风,1,0,20210103 090000
贵州>贵阳>开阳,2021/1/3 9:00,1,100,西北风,2,0,20210103 090000
贵州>贵阳>息烽,2021/1/3 9:00,2,98,北风,2,0,20210103 090000
贵州>贵阳>花溪,2021/1/3 9:00,2,95,东北风,2,0,20210103 090000
贵州>贵阳>清镇,2021/1/3 9:00,1,95,东北风,2,0,20210103 090000
贵州>贵阳>息烽,2021/1/3 10:00,2,98,西北风,1,0,20210103 100000
贵州>贵阳>开阳,2021/1/3 10:00,1,100,北风,2,0,20210103 100000
贵州>贵阳>修文,2021/1/3 10:00,2,92,北风,2,0,20210103 100000
贵州>贵阳>清镇,2021/1/3 10:00,2,93,东北风,2,0,20210103 100000
贵州>贵阳>花溪,2021/1/3 10:00,3,94,北风,2,0,20210103 100000
贵州>贵阳>乌当,2021/1/3 10:00,3,92,东北风,1,0,20210103 100000
贵州>贵阳>白云,2021/1/3 10:00,2,93,东北风,2,0,20210103 100000
贵州>贵阳>修文,2021/1/3 11:00,1,93,北风,2,0,20210103 110000
贵州>贵阳>开阳,2021/1/3 11:00,1,100,西北风,3,0,20210103 110000
贵州>贵阳>花溪,2021/1/3 11:00,3,91,东北风,2,0,20210103 110000
贵州>贵阳>清镇,2021/1/3 11:00,2,91,东北风,2,0,20210103 110000
贵州>贵阳>白云,2021/1/3 11:00,2,91,东北风,2,0,20210103 110000
贵州>贵阳>乌当,2021/1/3 11:00,3,90,东北风,2,0,20210103 110000
贵州>贵阳>息烽,2021/1/3 11:00,2,98,西北风,2,0,20210103 110000
贵州>贵阳>白云,2021/1/3 12:00,2,90,东北风,2,0,20210103 120000
贵州>贵阳>乌当,2021/1/3 12:00,4,88,东风,1,0,20210103 120000
贵州>贵阳>息烽,2021/1/3 12:00,2,96,西北风,2,0,20210103 120000
贵州>贵阳>修文,2021/1/3 12:00,2,93,北风,2,0,20210103 120000
贵州>贵阳>开阳,2021/1/3 12:00,1,100,西北风,2,0,20210103 120000
贵州>贵阳>花溪,2021/1/3 12:00,3,89,北风,2,0,20210103 120000
贵州>贵阳>清镇,2021/1/3 12:00,2,90,东北风,2,0,20210103 120000
贵州>贵阳>白云,2021/1/3 13:00,2,90,西北风,1,0,20210103 130000
贵州>贵阳>乌当,2021/1/3 13:00,4,85,东北风,2,0,20210103 130000
贵州>贵阳>花溪,2021/1/3 13:00,3,89,北风,2,0,20210103 130000
贵州>贵阳>息烽,2021/1/3 13:00,2,93,西北风,2,0,20210103 130000
贵州>贵阳>修文,2021/1/3 13:00,2,92,西北风,2,0,20210103 130000
贵州>贵阳>开阳,2021/1/3 13:00,1,100,西北风,3,0,20210103 130000
贵州>贵阳>清镇,2021/1/3 13:00,2,90,西北风,1,0,20210103 130000
贵州>贵阳>清镇,2021/1/3 14:00,2,94,东北风,2,0,20210103 140000
贵州>贵阳>花溪,2021/1/3 14:00,3,88,东北风,1,0,20210103 140000
贵州>贵阳>息烽,2021/1/3 14:00,3,93,北风,1,0,20210103 140000
贵州>贵阳>开阳,2021/1/3 14:00,1,100,北风,2,0,20210103 140000
贵州>贵阳>修文,2021/1/3 14:00,2,92,北风,2,0,20210103 140000
贵州>贵阳>乌当,2021/1/3 14:00,4,84,北风,2,0,20210103 140000
贵州>贵阳>白云,2021/1/3 14:00,2,94,东北风,2,0,20210103 140000
贵州>贵阳>白云,2021/1/3 15:00,2,95,北风,2,0,20210103 150000
贵州>贵阳>乌当,2021/1/3 15:00,4,86,北风,1,0,20210103 150000
贵州>贵阳>清镇,2021/1/3 15:00,2,95,北风,2,0,20210103 150000
贵州>贵阳>息烽,2021/1/3 15:00,3,90,北风,1,0,20210103 150000
贵州>贵阳>修文,2021/1/3 15:00,1,92,东北风,1,0,20210103 150000
贵州>贵阳>开阳,2021/1/3 15:00,1,100,北风,2,0,20210103 150000
贵州>贵阳>花溪,2021/1/3 15:00,4,87,北风,2,0,20210103 150000
贵州>贵阳>清镇,2021/1/3 16:00,2,95,北风,2,0,20210103 160000
贵州>贵阳>乌当,2021/1/3 16:00,4,86,东北风,1,0,20210103 160000
贵州>贵阳>息烽,2021/1/3 16:00,3,89,西北风,1,0,20210103 160000
贵州>贵阳>修文,2021/1/3 16:00,1,94,东北风,2,0,20210103 160000
贵州>贵阳>开阳,2021/1/3 16:00,1,100,西北风,1,0,20210103 160000
贵州>贵阳>花溪,2021/1/3 16:00,4,86,北风,2,0,20210103 160000
贵州>贵阳>白云,2021/1/3 16:00,2,95,北风,2,0,20210103 160000
贵州>贵阳>修文,2021/1/3 17:00,2,93,东风,2,0,20210103 170000
贵州>贵阳>开阳,2021/1/3 17:00,1,100,东南风,1,0,20210103 170000
贵州>贵阳>花溪,2021/1/3 17:00,3,87,北风,2,0,20210103 170000
贵州>贵阳>清镇,2021/1/3 17:00,2,96,东北风,1,0,20210103 170000
贵州>贵阳>白云,2021/1/3 17:00,2,96,东北风,1,0,20210103 170000
贵州>贵阳>乌当,2021/1/3 17:00,4,86,东风,1,0,20210103 170000
贵州>贵阳>息烽,2021/1/3 17:00,3,90,西南风,1,0,20210103 170000
贵州>贵阳>修文,2021/1/3 18:00,1,94,东北风,1,0,20210103 180000
贵州>贵阳>花溪,2021/1/3 18:00,3,87,东北风,2,0,20210103 180000
贵州>贵阳>乌当,2021/1/3 18:00,4,85,东北风,2,0,20210103 180000
贵州>贵阳>白云,2021/1/3 18:00,2,95,东北风,1,0,20210103 180000
贵州>贵阳>息烽,2021/1/3 18:00,3,91,西南风,1,0,20210103 180000
贵州>贵阳>清镇,2021/1/3 18:00,2,95,东北风,1,0,20210103 180000
贵州>贵阳>开阳,2021/1/3 18:00,1,100,东南风,1,0,20210103 180000
贵州>贵阳>白云,2021/1/3 19:00,2,96,东北风,2,0,20210103 190000
贵州>贵阳>息烽,2021/1/3 19:00,3,92,西南风,1,0,20210103 190000
贵州>贵阳>修文,2021/1/3 19:00,2,95,东风,1,0,20210103 190000
贵州>贵阳>开阳,2021/1/3 19:00,1,100,南风,1,0,20210103 190000
贵州>贵阳>花溪,2021/1/3 19:00,3,87,东北风,2,0,20210103 190000
贵州>贵阳>清镇,2021/1/3 19:00,2,96,东北风,2,0,20210103 190000
贵州>贵阳>乌当,2021/1/3 19:00,4,86,东南风,1,0,20210103 190000
贵州>贵阳>清镇,2021/1/3 20:00,2,96,东北风,0,0,20210103 200000
贵州>贵阳>息烽,2021/1/3 20:00,3,93,北风,1,0,20210103 200000
贵州>贵阳>开阳,2021/1/3 20:00,1,100,北风,0,0,20210103 200000
贵州>贵阳>乌当,2021/1/3 20:00,4,86,东北风,1,0,20210103 200000
贵州>贵阳>修文,2021/1/3 20:00,2,94,东风,1,0,20210103 200000
贵州>贵阳>花溪,2021/1/3 20:00,3,88,北风,2,0,20210103 200000
贵州>贵阳>白云,2021/1/3 20:00,2,96,北风,0,0,20210103 200000
贵州>贵阳>清镇,2021/1/3 21:00,2,95,东北风,2,0,20210103 210000
贵州>贵阳>开阳,2021/1/3 21:00,1,100,北风,1,0,20210103 210000
贵州>贵阳>白云,2021/1/3 21:00,2,95,东北风,2,0,20210103 210000
贵州>贵阳>花溪,2021/1/3 21:00,3,91,北风,1,0,20210103 210000
贵州>贵阳>息烽,2021/1/3 21:00,3,93,西北风,1,0,20210103 210000
贵州>贵阳>乌当,2021/1/3 21:00,4,85,东北风,1,0,20210103 210000
贵州>贵阳>修文,2021/1/3 21:00,2,93,东风,1,0,20210103 210000
贵州>贵阳>花溪,2021/1/3 22:00,3,89,北风,1,0,20210103 220000
贵州>贵阳>修文,2021/1/3 22:00,2,93,东北风,2,0,20210103 220000
贵州>贵阳>开阳,2021/1/3 22:00,1,100,东风,1,0,20210103 220000
贵州>贵阳>息烽,2021/1/3 22:00,3,94,西风,1,0,20210103 220000
贵州>贵阳>乌当,2021/1/3 22:00,4,86,北风,1,0,20210103 220000
贵州>贵阳>清镇,2021/1/3 22:00,2,95,东北风,1,0,20210103 220000
贵州>贵阳>白云,2021/1/3 22:00,2,95,东北风,1,0,20210103 220000
贵州>贵阳>花溪,2021/1/3 23:00,3,89,东北风,1,0,20210103 230000
贵州>贵阳>修文,2021/1/3 23:00,2,94,东风,1,0,20210103 230000
贵州>贵阳>息烽,2021/1/3 23:00,3,96,北风,0,0,20210103 230000
贵州>贵阳>清镇,2021/1/3 23:00,2,94,东北风,1,0,20210103 230000
贵州>贵阳>乌当,2021/1/3 23:00,4,87,东北风,2,0,20210103 230000
贵州>贵阳>开阳,2021/1/3 23:00,1,100,东北风,1,0,20210103 230000
贵州>贵阳>白云,2021/1/3 23:00,2,94,东北风,1,0,20210103 230000
贵州>贵阳>清镇,2021/1/4 0:00,2,94,东北风,1,0,20210104 000000
贵州>贵阳>白云,2021/1/4 0:00,2,94,东北风,1,0,20210104 000000
贵州>贵阳>花溪,2021/1/4 0:00,3,89,西北风,1,0,20210104 000000
贵州>贵阳>开阳,2021/1/4 0:00,1,100,东风,1,0,20210104 000000
贵州>贵阳>修文,2021/1/4 0:00,2,95,东北风,1,0,20210104 000000
贵州>贵阳>息烽,2021/1/4 0:00,3,98,北风,1,0,20210104 000000
贵州>贵阳>乌当,2021/1/4 0:00,4,87,东北风,1,0,20210104 000000
贵州>贵阳>开阳,2021/1/4 1:00,1,100,东北风,1,0,20210104 010000
贵州>贵阳>修文,2021/1/4 1:00,2,96,东风,1,0.1,20210104 010000
贵州>贵阳>花溪,2021/1/4 1:00,3,92,北风,1,0,20210104 010000
贵州>贵阳>乌当,2021/1/4 1:00,3,91,东北风,1,0,20210104 010000
贵州>贵阳>清镇,2021/1/4 1:00,2,97,东北风,1,0,20210104 010000
贵州>贵阳>白云,2021/1/4 1:00,2,97,东北风,1,0,20210104 010000
贵州>贵阳>息烽,2021/1/4 1:00,3,99,北风,0,0.1,20210104 010000
贵州>贵阳>修文,2021/1/4 2:00,2,96,东北风,1,0.1,20210104 020000
贵州>贵阳>花溪,2021/1/4 2:00,3,95,北风,1,0,20210104 020000
贵州>贵阳>乌当,2021/1/4 2:00,3,92,东北风,2,0,20210104 020000
贵州>贵阳>清镇,2021/1/4 2:00,2,98,东北风,1,0.1,20210104 020000
贵州>贵阳>白云,2021/1/4 2:00,2,98,东北风,1,0.1,20210104 020000
贵州>贵阳>开阳,2021/1/4 2:00,1,100,东风,1,0,20210104 030000
贵州>贵阳>息烽,2021/1/4 2:00,3,99,西风,1,0.1,20210104 020000
贵州>贵阳>花溪,2021/1/4 3:00,3,96,北风,0,0.2,20210104 030000
贵州>贵阳>乌当,2021/1/4 3:00,3,93,东北风,2,0,20210104 030000
贵州>贵阳>息烽,2021/1/4 3:00,3,99,北风,0,0.1,20210104 030000
贵州>贵阳>修文,2021/1/4 3:00,2,97,东风,1,0,20210104 030000
贵州>贵阳>清镇,2021/1/4 3:00,2,98,东风,1,0.2,20210104 040000
贵州>贵阳>开阳,2021/1/4 3:00,1,100,东风,1,0,20210104 030000
贵州>贵阳>白云,2021/1/4 3:00,2,98,东风,1,0.2,20210104 030000
贵州>贵阳>息烽,2021/1/4 4:00,3,100,北风,0,0,20210104 040000
贵州>贵阳>修文,2021/1/4 4:00,2,97,东风,1,0,20210104 040000
贵州>贵阳>开阳,2021/1/4 4:00,1,100,东南风,1,0,20210104 040000
贵州>贵阳>花溪,2021/1/4 4:00,3,96,北风,1,0.1,20210104 040000
贵州>贵阳>白云,2021/1/4 4:00,2,98,东风,2,0,20210104 040000
贵州>贵阳>清镇,2021/1/4 4:00,2,98,东风,2,0,20210104 040000
贵州>贵阳>乌当,2021/1/4 4:00,3,94,东北风,1,0,20210104 040000
贵州>贵阳>息烽,2021/1/4 5:00,3,100,北风,0,0,20210104 050000
贵州>贵阳>花溪,2021/1/4 5:00,3,96,北风,0,0,20210104 050000
贵州>贵阳>清镇,2021/1/4 5:00,2,98,东风,1,0,20210104 050000
贵州>贵阳>乌当,2021/1/4 5:00,3,95,东北风,2,0.1,20210104 050000
贵州>贵阳>白云,2021/1/4 5:00,2,98,东风,1,0,20210104 050000
贵州>贵阳>修文,2021/1/4 5:00,2,97,东风,1,0,20210104 050000
贵州>贵阳>开阳,2021/1/4 5:00,1,100,东南风,2,0,20210104 050000
贵州>贵阳>修文,2021/1/4 6:00,2,97,东风,2,0.1,20210104 060000
贵州>贵阳>息烽,2021/1/4 6:00,2,100,西风,1,0.1,20210104 060000
贵州>贵阳>乌当,2021/1/4 6:00,3,96,东北风,1,0.1,20210104 060000
贵州>贵阳>花溪,2021/1/4 6:00,3,97,东南风,1,0.1,20210104 060000
贵州>贵阳>清镇,2021/1/4 6:00,2,99,东风,1,0,20210104 060000
贵州>贵阳>白云,2021/1/4 6:00,2,99,东风,1,0,20210104 060000
贵州>贵阳>开阳,2021/1/4 6:00,1,100,东南风,1,0,20210104 060000
贵州>贵阳>白云,2021/1/4 7:00,2,99,东风,1,0.1,20210104 070000
贵州>贵阳>乌当,2021/1/4 7:00,3,96,东风,1,0,20210104 070000
贵州>贵阳>息烽,2021/1/4 7:00,3,100,北风,0,0,20210104 070000
贵州>贵阳>修文,2021/1/4 7:00,2,98,东风,1,0,20210104 070000
贵州>贵阳>开阳,2021/1/4 7:00,1,100,南风,1,0,20210104 070000
贵州>贵阳>花溪,2021/1/4 7:00,3,96,北风,0,0,20210104 070000
贵州>贵阳>清镇,2021/1/4 7:00,2,99,东风,1,0.1,20210104 070000
贵州>贵阳>修文,2021/1/4 8:00,2,97,东风,1,0,20210104 080000
贵州>贵阳>息烽,2021/1/4 8:00,3,100,北风,1,0,20210104 080000
贵州>贵阳>开阳,2021/1/4 8:00,1,100,南风,2,0,20210104 080000
贵州>贵阳>花溪,2021/1/4 8:00,3,96,东风,1,0,20210104 080000
贵州>贵阳>清镇,2021/1/4 8:00,2,99,东风,1,0,20210104 080000
贵州>贵阳>白云,2021/1/4 8:00,2,99,东风,1,0,20210104 080000
贵州>贵阳>乌当,2021/1/4 8:00,3,96,东风,1,0.1,20210104 080000
贵州>贵阳>开阳,2021/1/4 9:00,1,100,南风,2,0,20210104 090000
贵州>贵阳>清镇,2021/1/4 9:00,2,99,东风,1,0.1,20210104 090000
贵州>贵阳>修文,2021/1/4 9:00,2,98,东风,1,0.1,20210104 090000
贵州>贵阳>息烽,2021/1/4 9:00,3,100,北风,1,0,20210104 090000
贵州>贵阳>白云,2021/1/4 9:00,2,99,东风,1,0.1,20210104 090000
贵州>贵阳>花溪,2021/1/4 9:00,3,96,北风,1,0,20210104 090000
贵州>贵阳>乌当,2021/1/4 9:00,3,96,东北风,1,0,20210104 090000
贵州>贵阳>花溪,2021/1/4 10:00,4,94,东南风,1,0,20210104 100000
贵州>贵阳>清镇,2021/1/4 10:00,3,99,东风,1,0,20210104 100000
贵州>贵阳>白云,2021/1/4 10:00,3,99,东风,1,0,20210104 100000
贵州>贵阳>乌当,2021/1/4 10:00,3,93,东风,1,0,20210104 100000
贵州>贵阳>修文,2021/1/4 10:00,2,98,东北风,1,0,20210104 100000
贵州>贵阳>开阳,2021/1/4 10:00,2,100,东南风,1,0,20210104 100000
贵州>贵阳>息烽,2021/1/4 10:00,3,100,北风,1,0,20210104 100000
贵州>贵阳>白云,2021/1/4 11:00,3,97,东风,1,0,20210104 110000
贵州>贵阳>乌当,2021/1/4 11:00,4,90,北风,1,0,20210104 110000
贵州>贵阳>息烽,2021/1/4 11:00,4,100,北风,1,0,20210104 110000
贵州>贵阳>修文,2021/1/4 11:00,3,96,东风,2,0,20210104 110000
贵州>贵阳>开阳,2021/1/4 11:00,2,98,南风,1,0,20210104 110000
贵州>贵阳>花溪,2021/1/4 11:00,5,90,北风,1,0,20210104 110000
贵州>贵阳>清镇,2021/1/4 11:00,3,97,东风,1,0,20210104 110000
贵州>贵阳>开阳,2021/1/4 12:00,3,94,东南风,1,0,20210104 120000
贵州>贵阳>修文,2021/1/4 12:00,3,90,东风,1,0,20210104 120000
贵州>贵阳>花溪,2021/1/4 12:00,5,83,东南风,1,0,20210104 120000
贵州>贵阳>白云,2021/1/4 12:00,3,95,东风,1,0,20210104 120000
贵州>贵阳>乌当,2021/1/4 12:00,5,86,东风,1,0,20210104 120000
贵州>贵阳>清镇,2021/1/4 12:00,3,95,东风,1,0,20210104 120000
贵州>贵阳>息烽,2021/1/4 12:00,4,98,西北风,1,0,20210104 120000
贵州>贵阳>修文,2021/1/4 13:00,4,88,东风,2,0,20210104 130000
贵州>贵阳>开阳,2021/1/4 13:00,3,95,东风,1,0,20210104 130000
贵州>贵阳>花溪,2021/1/4 13:00,5,83,北风,0,0,20210104 130000
贵州>贵阳>清镇,2021/1/4 13:00,4,92,东风,1,0,20210104 130000
贵州>贵阳>白云,2021/1/4 13:00,4,92,东风,1,0,20210104 130000
贵州>贵阳>乌当,2021/1/4 13:00,5,84,东北风,1,0,20210104 130000
贵州>贵阳>息烽,2021/1/4 13:00,4,96,西北风,1,0,20210104 130000
贵州>贵阳>修文,2021/1/4 14:00,4,85,东风,1,0,20210104 140000
贵州>贵阳>清镇,2021/1/4 14:00,4,91,东风,2,0,20210104 140000
贵州>贵阳>开阳,2021/1/4 14:00,3,95,东风,2,0,20210104 140000
贵州>贵阳>花溪,2021/1/4 14:00,5,84,东北风,2,0,20210104 140000
贵州>贵阳>白云,2021/1/4 14:00,4,91,东风,2,0,20210104 140000
贵州>贵阳>乌当,2021/1/4 14:00,5,83,东北风,1,0,20210104 140000
贵州>贵阳>息烽,2021/1/4 14:00,4,97,北风,2,0,20210104 140000
贵州>贵阳>乌当,2021/1/4 15:00,5,81,东北风,1,0,20210104 150000
贵州>贵阳>息烽,2021/1/4 15:00,4,97,北风,1,0,20210104 150000
贵州>贵阳>白云,2021/1/4 15:00,4,90,东风,2,0,20210104 150000
贵州>贵阳>清镇,2021/1/4 15:00,4,90,东风,2,0,20210104 150000
贵州>贵阳>修文,2021/1/4 15:00,5,83,东风,1,0,20210104 150000
贵州>贵阳>花溪,2021/1/4 15:00,5,84,北风,2,0,20210104 150000
贵州>贵阳>开阳,2021/1/4 15:00,3,92,东风,2,0,20210104 150000
贵州>贵阳>白云,2021/1/4 16:00,4,91,东风,2,0,20210104 160000
贵州>贵阳>乌当,2021/1/4 16:00,5,78,东北风,2,0,20210104 160000
贵州>贵阳>息烽,2021/1/4 16:00,4,97,西北风,1,0,20210104 160000
贵州>贵阳>修文,2021/1/4 16:00,5,82,东南风,1,0,20210104 160000
贵州>贵阳>开阳,2021/1/4 16:00,3,90,东南风,1,0,20210104 160000
贵州>贵阳>花溪,2021/1/4 16:00,5,84,东北风,1,0,20210104 160000
贵州>贵阳>清镇,2021/1/4 16:00,4,91,东风,2,0,20210104 160000
贵州>贵阳>修文,2021/1/4 17:00,4,91,东北风,2,0,20210104 170000
贵州>贵阳>清镇,2021/1/4 17:00,4,93,东风,1,0,20210104 170000
贵州>贵阳>白云,2021/1/4 17:00,4,93,东风,1,0,20210104 170000
贵州>贵阳>花溪,2021/1/4 17:00,5,83,北风,2,0,20210104 170000
贵州>贵阳>息烽,2021/1/4 17:00,4,97,西风,1,0,20210104 170000
贵州>贵阳>开阳,2021/1/4 17:00,3,96,东南风,1,0,20210104 170000
贵州>贵阳>乌当,2021/1/4 17:00,5,79,东北风,2,0,20210104 170000
贵州>贵阳>乌当,2021/1/4 18:00,5,78,东北风,2,0,20210104 180000
贵州>贵阳>息烽,2021/1/4 18:00,4,98,西风,1,0.1,20210104 180000
贵州>贵阳>修文,2021/1/4 18:00,3,96,东风,2,0.1,20210104 180000
贵州>贵阳>开阳,2021/1/4 18:00,2,92,东北风,2,0,20210104 180000
贵州>贵阳>花溪,2021/1/4 18:00,5,84,北风,2,0,20210104 180000
贵州>贵阳>清镇,2021/1/4 18:00,3,96,东北风,2,0,20210104 180000
贵州>贵阳>白云,2021/1/4 18:00,3,96,东北风,2,0,20210104 180000
贵州>贵阳>白云,2021/1/4 19:00,3,97,东北风,1,0,20210104 190000
贵州>贵阳>乌当,2021/1/4 19:00,5,80,东北风,2,0,20210104 190000
贵州>贵阳>清镇,2021/1/4 19:00,3,97,东北风,1,0,20210104 190000
贵州>贵阳>花溪,2021/1/4 19:00,5,86,北风,2,0,20210104 190000
贵州>贵阳>息烽,2021/1/4 19:00,4,99,北风,1,0.1,20210104 190000
贵州>贵阳>开阳,2021/1/4 19:00,2,87,东北风,1,0,20210104 190000
贵州>贵阳>修文,2021/1/4 19:00,3,96,东北风,2,0,20210104 190000
贵州>贵阳>花溪,2021/1/4 20:00,5,91,北风,1,0,20210104 200000
贵州>贵阳>乌当,2021/1/4 20:00,5,81,东北风,1,0,20210104 200000
贵州>贵阳>息烽,2021/1/4 20:00,3,99,西北风,1,0,20210104 200000
贵州>贵阳>修文,2021/1/4 20:00,3,97,东北风,2,0.1,20210104 200000
